,Info: Tipo,Info: Empresa,Info: Setor,Info: Subsetor,PriceInfo: Cotação,PriceInfo: Data últ cot,PriceInfo: Min 52 sem,PriceInfo: Max 52 sem,PriceInfo: Vol $ méd (2m),MarketValue: Valor de mercado,MarketValue: Valor da firma,MarketValue: Últ balanço processado,MarketValue: Nro Ações,Oscilations: Dia,Oscilations: Mês,Oscilations: 30 dias,Oscilations: 12 meses,Oscilations: 2020,Oscilations: 2019,Oscilations: 2018,Oscilations: 2017,Oscilations: 2016,Oscilations: 2015,,FundamentalIndicators: P/L,FundamentalIndicators: P/VP,FundamentalIndicators: P/EBIT,FundamentalIndicators: PSR,FundamentalIndicators: P/Ativos,FundamentalIndicators: P/Cap Giro,FundamentalIndicators: P/Ativ Circ Liq,FundamentalIndicators: Div Yield,FundamentalIndicators: EV / EBITDA,FundamentalIndicators: EV / EBIT,FundamentalIndicators: Cres Rec (5a),FundamentalIndicators: LPA,FundamentalIndicators: VPA,FundamentalIndicators: Marg Bruta,FundamentalIndicators: Marg EBIT,FundamentalIndicators: Marg Líquida,FundamentalIndicators: EBIT / Ativo,FundamentalIndicators: ROIC,FundamentalIndicators: ROE,FundamentalIndicators: Liquidez Corr,FundamentalIndicators: Div Br/ Patrim,FundamentalIndicators: Giro Ativos,BalanceSheet: Ativo,BalanceSheet: Disponibilidades,BalanceSheet: Ativo Circulante,BalanceSheet: Dív Bruta,BalanceSheet: Dív Líquida,BalanceSheet: Patrim Líq,Demonstrative12M: Receita Líquida,Demonstrative12M: EBIT,Demonstrative12M: Lucro Líquido,Demontrative3M: Receita Líquida,Demontrative3M: EBIT,Demontrative3M: Lucro Líquido,BalanceSheet: Cart de Crédito,BalanceSheet: Depósitos,Demonstrative12M: Result Int Financ,Demonstrative12M: Rec Serviços,Demontrative3M: Result Int Financ,Demontrative3M: Rec Serviços
FESA3,ON,FERBASA ON,Siderurgia e Metalurgia,Siderurgia,2700,24/06/2020,1888,3327,1942,2384640000,2694210000,31/03/2020,88320000,0.00%,-3.54%,8.00%,-4.42%,-18.85%,42.09%,34.00%,73.44%,36.17%,-44.20%,,1366,142,2491,187,084,795,-623,2.6%,953,2814,6.8%,198,1906,18.1%,7.5%,13.7%,3.4%,3.8%,10.4%,164,032,045,2838600000,225040000,766199000,534611000,309571000,1683620000,1276950000,95749000,174575000,346182000,40652000,-637000,,,,,,
SULA4,PN,Sul America PN,Previdência e Seguros,Seguradoras,1201,26/06/2020,741,1915,128124,14201400000,166954000,31/03/2020,1182460000,-2.60%,-2.69%,5.30%,7.55%,-31.83%,134.60%,29.49%,-37.96%,0.00%,0.00%,,1367,201,1774,064,051,152,-1123,2.3%,018,021,9.5%,088,599,12.2%,3.6%,4.7%,2.9%,7.0%,14.7%,193,032,080,27736900000,16296300000,19387400000,2261920000,-14034400000,7082860000,22069400000,800331000,1038930000,5594500000,49959000,79816000,,,,,,
MRVE3,ON NM,MRV ON NM,Construção e Engenharia,Construção Civil,1736,26/06/2020,1028,2235,83722500,8366720000,11478500000,31/03/2020,481954000,-3.07%,14.44%,6.31%,-5.81%,-19.44%,85.62%,6.12%,43.57%,29.81%,20.53%,,1381,157,1016,138,052,178,-321,3.9%,1257,1394,8.2%,126,1105,29.5%,13.6%,11.2%,5.1%,5.6%,11.4%,249,077,037,16157300000,989238000,7850270000,4100980000,3111740000,5327560000,6055600000,823211000,605997000,1508470000,175278000,104405000,,,,,,
BRFS3,ON NM,BRF Foods ON NM,Alimentos,Carnes e Derivados,2145,26/06/2020,1301,4050,238707000,17427600000,32140000000,31/03/2020,812473000,-2.46%,-7.26%,-4.67%,-24.79%,-39.06%,60.51%,-40.08%,-24.15%,-10.76%,-10.30%,,1391,269,556,050,037,554,-083,0.0%,590,1025,-0.3%,154,797,25.2%,8.9%,3.6%,6.6%,10.0%,19.3%,119,355,074,47304300000,8292300000,19459700000,23004700000,14712400000,6476240000,35036800000,3135130000,1252630000,8949060000,826083000,-45921000,,,,,,
POMO4,PN N2,MARCOPOLO PN N2,Material de Transporte,Material Rodoviário,288,26/06/2020,215,549,38496100,2727050000,3806040000,31/03/2020,946893000,-3.36%,9.09%,7.46%,-22.33%,-34.75%,11.94%,5.24%,45.80%,55.03%,-37.87%,,1424,113,1129,063,049,225,-1206,3.6%,1146,1575,16.9%,020,255,15.3%,5.6%,4.5%,4.3%,5.7%,7.9%,171,083,077,5616040000,913271000,2919930000,1992260000,1078990000,2411370000,4335350000,241601000,191462000,919399000,49487000,14295000,,,,,,
TASA4,PN,TAURUS ARMAS PN,Máquinas e Equipamentos,Armas e Munições,700,26/06/2020,231,744,8693480,619416000,1333410000,31/12/2019,88488000,-4.11%,59.82%,65.09%,110.84%,16.86%,47.90%,131.43%,19.05%,59.78%,-72.46%,,1426,-203,818,062,058,960,-092,0.0%,1359,1760,4.1%,049,-344,34.1%,7.6%,4.3%,7.1%,8.3%,-14.3%,110,-246,094,1066440000,35982000,694536000,749981000,713999000,-304621000,999581000,75742000,43426000,272210000,5214000,22123000,,,,,,
DOHL4,PN,DOHLER PN,Tecidos. Vestuário e Calçados,Fios e Tecidos,620,25/06/2020,512,799,23143,375199000,324582000,31/03/2020,60516000,0.00%,3.33%,3.85%,-6.06%,-18.31%,-2.69%,38.54%,37.65%,-7.05%,13.11%,,1449,063,4429,078,051,126,188,0.0%,1415,3832,4.6%,043,978,24.7%,1.8%,5.4%,1.1%,1.3%,4.4%,668,004,065,742190000,76097000,349415000,25480000,-50617000,591911000,478741000,8471020,25894000,99006000,1151000,-3140000,,,,,,
GEPA4,PN,DUKE ENERGY INT.GERAÇÃO PARANAPANEMA SA PN,Energia Elétrica,Energia Elétrica,4634,26/06/2020,3900,5600,22084,4376030000,4578790000,31/03/2020,94433000,2.52%,3.00%,7.57%,12.03%,-2.48%,36.43%,2.17%,21.83%,-1.70%,-30.44%,,1469,259,786,301,097,-1826,-315,4.3%,589,823,3.1%,315,1792,41.9%,38.3%,20.5%,12.3%,24.5%,17.6%,086,082,032,4513890000,1177350000,1430650000,1380110000,202765000,1691830000,1453620000,556635000,297821000,449912000,255210000,140481000,,,,,,
GRND3,ON,GRENDENE SA ON,Tecidos. Vestuário e Calçados,Calçados,732,26/06/2020,614,1268,14866200,6603810000,5542420000,31/03/2020,902160000,-2.27%,0.83%,1.53%,0.04%,-39.31%,55.25%,-10.11%,69.89%,10.21%,18.99%,,1474,183,2073,327,157,313,327,3.6%,1391,1739,-0.6%,050,399,45.8%,15.8%,22.2%,7.6%,11.4%,12.4%,514,009,048,4205690000,1387330000,2622590000,325941000,-1061390000,3601180000,2019960000,318637000,448171000,372186000,40322000,29737000,,,,,,
BRGE3,ON,CONSORCIO ALFA ON,Financeiros,Bancos,1020,25/06/2020,470,1732,8397,751189000,179520000,31/03/2020,73646000,0.00%,25.00%,27.34%,85.79%,-32.00%,273.13%,13.88%,-5.61%,71.56%,-22.70%,,1495,062,-167,2567,024,-264,-208,0.0%,-040,-040,-0.6%,068,1644,-233.1%,-1532.3%,268.5%,-14.4%,-17.7%,4.1%,077,-,001,3111670000,571669000,954709000,0,-571669000,1210980000,29269000,-448475000,50240000,7068000,-118370000,13403000,,,,,,
TRIS3,ON NM,Trisul ON NM,Construção e Engenharia,Construção Civil,1162,26/06/2020,584,1664,20646200,2168500000,2067740000,31/03/2020,186618000,-3.17%,44.35%,45.80%,79.79%,-21.97%,283.46%,107.82%,48.84%,3.20%,-5.30%,,1500,202,1370,275,116,221,315,3.7%,1297,1306,23.7%,077,577,36.9%,20.1%,19.7%,8.5%,11.2%,13.4%,318,028,042,1868280000,405052000,1429000000,304286000,-100766000,1076140000,788994000,158266000,144581000,171298000,30604000,31061000,,,,,,
EGIE3,ON,ENGIE BRASIL ON,Energia Elétrica,Energia Elétrica,4160,26/06/2020,3672,5410,82717200,33942600000,46680800000,31/03/2020,815928000,-2.76%,-1.91%,-0.14%,1.04%,-18.11%,59.20%,29.98%,9.31%,7.05%,6.28%,,1504,503,877,337,108,2357,-196,3.7%,977,1206,13.2%,277,826,41.0%,38.5%,22.4%,12.3%,14.6%,33.5%,125,251,032,31399200000,4188050000,7305290000,16926300000,12738200000,6743410000,10060300000,3870110000,2256300000,2594590000,993504000,511558000,,,,,,
RAPT4,PN N1,RANDON SA IMPLEMENTOS E PARTICIPAÇÕES PN N1,Material de Transporte,Material Rodoviário,954,26/06/2020,485,1492,39585000,3298700000,4410280000,31/03/2020,345776000,-1.95%,8.41%,14.94%,7.18%,-28.81%,49.05%,30.98%,109.67%,44.54%,-46.37%,,1507,191,610,064,052,142,-851,2.8%,626,815,17.1%,063,499,24.2%,10.6%,5.2%,8.5%,12.9%,12.7%,265,165,080,6369900000,1734550000,3742720000,2846130000,1111580000,1726080000,5126510000,541096000,218946000,1167730000,86963000,2994000,,,,,,
CGAS5,PNAS,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS,Gás,Gás,18100,26/06/2020,6001,24436,648654,23986300000,28582400000,31/03/2020,132521000,0.56%,11.34%,11.25%,186.46%,27.75%,201.76%,5.71%,59.73%,57.08%,-4.91%,,1551,3142,982,246,283,26396,-460,15.8%,1028,1171,12.1%,1167,576,34.3%,25.0%,15.8%,28.8%,36.7%,202.5%,104,701,115,8472700000,755401000,2491150000,5351540000,4596130000,763458000,9760740000,2441510000,1546040000,2306570000,585406000,378920000,,,,,,
EQPA3,ON,EQTL PARA ON,Energia Elétrica,Energia Elétrica,331,26/06/2020,232,521,271845,7312030000,9302680000,31/12/2019,2209070000,0.30%,13.74%,15.29%,41.12%,0.62%,51.57%,33.53%,-20.09%,16.11%,55.17%,,1559,221,665,131,073,318,-241,2.4%,662,847,8.1%,021,149,26.8%,19.6%,8.4%,11.0%,14.0%,14.2%,274,105,056,9955000000,1472350000,3619270000,3462990000,1990650000,3301870000,5595340000,1098810000,469117000,1678230000,446979000,190407000,,,,,,
BSLI3,ON,BRB ON,Financeiros,Bancos,19990,26/06/2020,3507,19990,3486,7257370000,-,31/03/2020,36305000,41.77%,210.32%,210.32%,515.68%,298.30%,66.45%,15.32%,0.00%,0.00%,0.72%,,1575,412,-,-,-,-,-,2.6%,-,-,13.0%,1269,4847,-,-,0.0%,0.0%,-,26.2%,-,-,-,17554500000,,,,,1759810000,,,460828000,,,107574000,9634340000,12169700000,1686440000,198295000,404585000,54317000
PTNT3,ON,PETTENATI ON,Tecidos. Vestuário e Calçados,Fios e Tecidos,720,26/06/2020,644,1151,52365,345935000,460968000,31/03/2020,48046500,1.41%,-9.09%,-9.09%,5.30%,-9.18%,15.61%,-8.83%,31.54%,7.45%,19.33%,,1580,137,1341,060,050,606,-765,1.0%,877,1787,3.7%,046,525,13.5%,4.5%,6.6%,3.7%,4.8%,8.7%,120,076,083,693539000,76953100,337416000,191987000,115034000,252196000,573908000,25800700,21898400,148152000,1180550,3927890,,,,,,
BALM4,PN,BAUMER PN,Máquinas e Equipamentos,Máqs e Equips Hospitalares,1010,26/06/2020,918,1650,15108,98980000,116456000,31/12/2019,9800000,1.20%,4.34%,4.66%,-21.34%,3.06%,-29.09%,61.07%,10.42%,-6.72%,-24.41%,,1583,098,876,066,052,189,337,0.0%,822,1031,6.5%,064,1026,51.8%,7.6%,2.8%,5.9%,6.6%,6.2%,188,031,078,190587000,13415000,111867000,30891000,17476000,100523000,149310000,11297000,6252000,35347000,1310000,460000,,,,,,
EEEL3,ON N1,CEEE ON N1,,,33000,24/06/2020,24436,46922,45773,3194730000,3469070000,31/03/2020,9681000,0.00%,13.79%,13.79%,35.04%,-15.60%,102.92%,39.15%,134.73%,243.88%,-30.27%,,1602,137,848,301,062,558,-185,3.3%,844,921,3.2%,2060,24061,43.9%,35.5%,18.7%,7.3%,8.1%,8.6%,208,031,021,5174620000,456801000,1105080000,731138000,274337000,2329340000,1060970000,376693000,199394000,259796000,95829000,-97083000,,,,,,
FRTA3,ON NM,POMIFRUTAS ON NM,Agropecuária,Agricultura,480,26/06/2020,180,1370,99209,9605310,63489300,31/12/2019,2001110,-1.44%,-10.11%,-6.80%,-10.11%,-40.37%,56.01%,-40.28%,-61.70%,10.91%,-0.29%,,1609,-014,-365,101,029,-012,-010,0.0%,-3498,-2414,-38.7%,030,-3397,29.2%,-27.6%,6.3%,-8.1%,-9.3%,-0.9%,004,-079,029,32632000,142000,2891000,54026000,53884000,-67972000,9545000,-2630000,597000,6000,-1149000,-1590000,,,,,,
CGAS3,ON,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON,Gás,Gás,18900,24/06/2020,6718,24874,22521,25046500000,29642600000,31/03/2020,132521000,0.00%,18.13%,23.93%,174.11%,32.95%,173.93%,20.74%,63.64%,50.94%,-10.08%,,1620,3281,1026,257,296,27562,-480,14.3%,1066,1214,12.1%,1167,576,34.3%,25.0%,15.8%,28.8%,36.7%,202.5%,104,701,115,8472700000,755401000,2491150000,5351540000,4596130000,763458000,9760740000,2441510000,1546040000,2306570000,585406000,378920000,,,,,,
RPAD5,PNA,ALFA HOLDINGS PNA,Financeiros,Bancos,810,26/06/2020,682,1004,3101,685924000,676358000,31/03/2020,84682000,-6.79%,0.37%,0.37%,7.04%,3.26%,53.85%,13.40%,26.34%,14.46%,9.43%,,1636,068,-16845,254046,067,-39557,-32867,6.5%,-16610,-16610,8.8%,050,1196,94.8%,-1508.2%,15529.6%,-0.4%,-0.4%,4.1%,086,-,000,1026340000,9566000,11079000,0,-9566000,1013170000,270000,-4072000,41930000,71000,-1366000,11993000,,,,,,
CAML3,ON NM,CAMIL ON NM,Alimentos,Alimentos Diversos,1085,26/06/2020,627,1116,15551000,4014500000,5138770000,29/02/2020,370000000,1.31%,9.61%,9.72%,43.95%,21.26%,30.39%,-7.99%,-11.44%,0.00%,0.00%,,1675,178,1355,074,083,276,2864,1.9%,1168,1734,19.0%,065,608,23.2%,5.5%,4.4%,6.2%,8.0%,10.7%,217,075,112,4809390000,570056000,2700180000,1694330000,1124270000,2249370000,5396110000,296359000,239628000,-1813390000,-105710000,-212668000,,,,,,
GUAR3,ON,GUARARAPES CONFECÇÕES ON,Comércio,Tecidos. Vestuário e Calçados,1740,26/06/2020,975,3045,27483200,8686080000,10268200000,31/03/2020,499200000,-3.06%,30.73%,36.26%,9.98%,-26.87%,20.10%,11.26%,149.45%,35.19%,-41.95%,,1684,168,1614,111,073,309,10489,2.9%,979,1909,9.0%,103,1039,63.0%,6.9%,6.6%,4.5%,5.3%,9.9%,169,056,065,11960200000,1342530000,6858810000,2924680000,1582150000,5184230000,7810200000,538025000,515822000,1624760000,-31481000,-47517000,,,,,,
BRGE6,PNB,CONSORCIO ALFA PNB,Financeiros,Bancos,1151,05/06/2020,851,3906,80,847665000,275996000,31/03/2020,73646000,0.00%,0.00%,0.00%,15.95%,7.07%,9.14%,84.41%,24.28%,19.73%,-7.18%,,1687,070,-189,2896,027,-297,-235,6.0%,-062,-062,-0.6%,068,1644,-233.1%,-1532.3%,268.5%,-14.4%,-17.7%,4.1%,077,-,001,3111670000,571669000,954709000,0,-571669000,1210980000,29269000,-448475000,50240000,7068000,-118370000,13403000,,,,,,
HAGA3,ON,HAGA ON,Construção e Engenharia,Materiais de Construção,385,26/06/2020,299,630,130508,45815000,48542900,31/03/2020,11900000,-3.75%,15.27%,15.27%,8.45%,-19.29%,67.37%,-43.00%,45.35%,43.93%,85.27%,,1696,-060,-2413,201,082,219,-052,0.0%,-21162,-2556,-5.6%,023,-647,23.1%,-8.3%,11.9%,-3.4%,-10.0%,-3.5%,186,-050,041,55783300,35942200,45081000,38670000,2727880,-76960100,22773600,-1899040,2701860,4769320,-1116680,-1453560,,,,,,
VIVT4,PN,TELEF BRASIL PN,Telefonia Fixa,Telefonia Fixa,4854,26/06/2020,4425,5933,145885000,82080400000,89983800000,31/03/2020,1690980000,-1.56%,2.97%,1.89%,2.80%,-12.34%,32.68%,3.38%,16.83%,28.03%,-17.90%,,1706,115,1200,186,075,4155,-470,6.2%,502,1316,1.3%,285,4211,49.7%,15.5%,10.9%,6.2%,7.0%,6.8%,110,019,040,109815000000,5479290000,21143900000,13382700000,7903380000,71213600000,44118100000,6837540000,4812330000,10824700000,1684660000,1153460000,,,,,,
VIVT3,ON,TELEF BRASIL ON,Telefonia Fixa,Telefonia Fixa,4866,26/06/2020,3979,5522,4513610,82283300000,90186700000,31/03/2020,1690980000,-1.82%,3.93%,2.56%,19.38%,3.75%,25.84%,8.82%,20.82%,11.47%,-3.87%,,1710,116,1203,187,075,4165,-471,5.6%,503,1319,1.3%,285,4211,49.7%,15.5%,10.9%,6.2%,7.0%,6.8%,110,019,040,109815000000,5479290000,21143900000,13382700000,7903380000,71213600000,44118100000,6837540000,4812330000,10824700000,1684660000,1153460000,,,,,,
VLID3,ON NM,VALID ON NM,Serviços,Serviços Diversos,1032,26/06/2020,687,1977,10471300,735042000,1523930000,31/03/2020,71225000,-3.64%,-5.32%,12.42%,-30.55%,-39.22%,-1.91%,2.18%,-15.51%,-40.33%,1.33%,,1723,059,405,036,026,155,-187,6.8%,479,841,4.4%,060,1743,21.3%,8.9%,2.0%,6.4%,7.8%,3.4%,167,090,072,2834470000,333876000,1181430000,1122760000,788886000,1241460000,2044920000,181283000,42661000,463740000,29997000,2102000,,,,,,
SULA11,UNT N2,Sul America UNT N2,Previdência e Seguros,Seguradoras,4561,26/06/2020,2624,6650,158520000,17977400000,3942950000,31/03/2020,1182460000,-1.85%,2.09%,3.85%,31.68%,-23.13%,115.16%,57.05%,21.32%,-0.41%,56.64%,,1730,254,2246,081,065,192,-1421,1.8%,427,493,9.5%,264,1797,12.2%,3.6%,4.7%,2.9%,7.0%,14.7%,193,032,080,27736900000,16296300000,19387400000,2261920000,-14034400000,7082860000,22069400000,800331000,1038930000,5594500000,49959000,79816000,,,,,,
EALT3,ON,ELECTRO AÇO ALTONA S/A ON,Máquinas e Equipamentos,Máqs e Equips Construção e Agrícolas,1302,26/06/2020,489,2549,57986,292950000,371685000,31/12/2019,22500000,-11.13%,44.67%,43.36%,142.78%,-5.49%,253.54%,106.25%,1.59%,0.00%,2.72%,,1738,180,1041,098,080,2812,-382,0.4%,970,1320,24.2%,075,723,21.6%,9.4%,5.6%,7.6%,8.1%,10.4%,109,054,081,368478000,8913000,128976000,87648000,78735000,162778000,299194000,28153000,16851000,66895000,3170000,1709000,,,,,,
UCAS3,ON NM,UNICASA ON NM,Utilidades Domésticas,Móveis,393,26/06/2020,316,617,669072,259718000,218689000,31/03/2020,66086000,3.15%,10.70%,12.29%,20.27%,-17.36%,81.00%,11.16%,0.00%,47.65%,-26.73%,,1743,162,2021,178,126,384,443,11.3%,1011,1702,-9.2%,023,242,39.6%,8.8%,10.2%,6.2%,7.9%,9.3%,282,-,071,206397000,41029000,104866000,0,-41029000,160203000,145771000,12850000,14903000,27318000,-1908000,-108000,,,,,,
CARD3,ON NM,CSU CARDSYST ON NM,Serviços,Serviços Diversos,1323,26/06/2020,589,1553,3288130,553014000,634051000,31/03/2020,41800000,-2.36%,7.13%,33.64%,111.34%,8.43%,83.26%,-27.36%,107.43%,74.81%,7.63%,,1748,209,1170,125,115,-16057,-611,2.1%,597,1342,-2.3%,076,633,26.5%,10.7%,7.1%,9.8%,11.6%,12.0%,097,041,092,482738000,26263000,127848000,107300000,81037000,264422000,443265000,47248000,31631000,114086000,12918000,9313000,,,,,,
BAUH4,PN,EXCELSIOR PN,Alimentos,Carnes e Derivados,8999,24/06/2020,3445,10203,40675,469928000,434567000,31/12/2019,5222000,0.00%,0.00%,11.10%,168.78%,16.47%,319.13%,77.58%,27.80%,26.15%,-25.97%,,1750,655,2950,261,388,2233,2688,1.0%,2127,2728,12.5%,514,1374,25.3%,8.8%,14.9%,13.2%,26.6%,37.4%,146,000,149,121104000,35377000,66841000,16000,-35361000,71747000,180154000,15928000,26858000,48604000,3650000,3401000,,,,,,
CTSA3,ON,SANTANENSE ON,Tecidos. Vestuário e Calçados,Fios e Tecidos,673,26/06/2020,360,836,56512,264482000,468504000,31/03/2020,39299000,11.24%,58.35%,68.25%,41.68%,5.16%,46.12%,83.26%,129.81%,-32.03%,-23.88%,,1775,091,631,056,041,291,-602,0.0%,1118,1117,9.1%,038,741,21.6%,8.9%,3.2%,6.5%,7.2%,5.1%,142,074,073,642049000,12654000,306898000,216676000,204022000,291229000,470110000,41932000,14904000,123410000,11060000,2998000,,,,,,
YDUQ3,ON,YDUQS PART ON,Diversos,Educacional,3309,26/06/2020,2024,5556,131269000,10227800000,11176800000,31/03/2020,309089000,-4.78%,16.19%,18.47%,19.25%,-29.03%,103.69%,-22.47%,111.53%,27.99%,-35.67%,,1784,312,1219,288,134,434,-995,1.5%,932,1332,4.6%,185,1060,57.5%,23.6%,16.1%,11.0%,17.1%,17.5%,341,107,047,7635800000,2545560000,3332010000,3494640000,949084000,3275420000,3555680000,838910000,573231000,923269000,240535000,167888000,,,,,,
ENGI4,PN,ENERGISA PN,Energia Elétrica,Energia Elétrica,900,26/06/2020,590,1178,175597,16331100000,31613100000,31/03/2020,1814560000,-1.64%,2.39%,8.70%,20.87%,-10.81%,42.76%,69.69%,23.97%,31.51%,35.98%,,1785,261,692,082,039,880,-070,1.3%,899,1340,14.5%,050,345,16.2%,11.8%,4.9%,5.7%,6.6%,14.6%,120,304,048,41501900000,3796650000,11202100000,19078700000,15282100000,6268050000,19921400000,2359070000,914874000,4782310000,598046000,573023000,,,,,,
BPAN4,PN,BANCO PAN PN,Financeiros,Bancos,897,26/06/2020,416,1188,45762500,10809400000,-,31/03/2020,1205060000,-5.97%,60.18%,72.17%,14.88%,-14.17%,449.22%,7.22%,46.35%,-20.65%,-29.22%,,1831,215,-,-,-,-,-,1.9%,-,-,11.8%,049,417,-,-,0.0%,0.0%,-,11.8%,-,-,-,33738500000,,,,,5021900000,,,590386000,,,170558000,23132400000,20902200000,4441420000,403690000,1065250000,103842000
JPSA3,ON,JEREISSATI PARTICIPACOES ON,Telefonia Fixa,Telefonia Fixa,2240,26/06/2020,1850,4070,9586720,1968710000,3652980000,31/03/2020,87889000,-5.68%,-0.44%,1.54%,-14.83%,-40.74%,68.60%,18.94%,175.59%,-6.43%,-31.30%,,1861,128,554,267,033,292,-102,0.0%,747,1028,3.4%,120,1748,65.0%,48.2%,32.7%,5.9%,7.0%,6.9%,270,171,012,6023650000,935724000,1068660000,2619990000,1684260000,1536130000,737246000,355329000,105785000,155156000,60528000,-3397000,,,,,,
SBSP3,ON NM,SABESP ON NM,Água e Saneamento,Água e Saneamento,5630,26/06/2020,2970,6463,238454000,38481600000,50708600000,31/03/2020,683510000,-5.01%,3.65%,12.26%,26.27%,-4.38%,96.30%,-5.95%,23.08%,53.43%,14.58%,,1866,183,688,212,082,-2148,-185,2.4%,681,907,9.3%,302,3069,43.7%,30.8%,11.4%,11.9%,12.6%,9.8%,074,069,039,46967700000,2323370000,5158500000,14550400000,12227000000,20977800000,18147500000,5591300000,2062280000,4042350000,996700000,-657946000,,,,,,
JOPA3,ON,JOSAPAR S/A ON,Alimentos,Alimentos Diversos,2400,26/06/2020,2300,3275,1620,253968000,781772000,31/03/2020,10582000,4.35%,0.08%,-2.04%,-0.04%,-11.11%,20.97%,-5.14%,8.73%,117.71%,9.96%,,1866,050,449,020,014,051,-3921,0.0%,1076,1381,2.9%,129,4758,27.8%,4.5%,1.8%,3.1%,4.1%,2.7%,178,180,069,1816880000,380816000,1134070000,908620000,527804000,503533000,1244880000,56614000,13607000,276185000,16300000,4676000,,,,,,
TIET4,PN N2,AES TIETE E PN N2,Energia Elétrica,Energia Elétrica,294,26/06/2020,215,367,1874470,5866870000,8730060000,31/03/2020,1995530000,-1.01%,10.94%,14.40%,36.39%,0.57%,57.14%,-16.00%,3.21%,-1.80%,0.00%,,1872,384,764,287,073,-4273,-125,4.7%,805,1137,9.4%,016,077,37.6%,37.6%,15.3%,9.5%,14.1%,20.5%,093,279,025,8083880000,1396240000,1880080000,4259430000,2863190000,1526700000,2043110000,767728000,313424000,494396000,234946000,75319000,,,,,,
CTSA4,PN,SANTANENSE PN,Tecidos. Vestuário e Calçados,Fios e Tecidos,710,26/06/2020,404,839,13043,279023000,483045000,31/03/2020,39299000,10.76%,41.15%,44.31%,29.09%,1.14%,8.84%,168.75%,90.48%,-10.00%,-39.13%,,1872,096,665,059,043,307,-635,0.0%,1152,1152,9.1%,038,741,21.6%,8.9%,3.2%,6.5%,7.2%,5.1%,142,074,073,642049000,12654000,306898000,216676000,204022000,291229000,470110000,41932000,14904000,123410000,11060000,2998000,,,,,,
ENGI11,UNT N2,ENERGISA UNT N2,Energia Elétrica,Energia Elétrica,4761,26/06/2020,3535,6000,100074000,17278300000,32560300000,31/03/2020,1814560000,-2.34%,0.23%,6.51%,9.09%,-10.54%,48.00%,39.76%,50.55%,36.10%,32.95%,,1889,276,732,087,042,931,-074,1.3%,926,1380,14.5%,252,1727,16.2%,11.8%,4.9%,5.7%,6.6%,14.6%,120,304,048,41501900000,3796650000,11202100000,19078700000,15282100000,6268050000,19921400000,2359070000,914874000,4782310000,598046000,573023000,,,,,,
TIET11,UNT N2,AES TIETE E UNT N2,Energia Elétrica,Energia Elétrica,1510,26/06/2020,1092,1920,27268300,6026510000,8889700000,31/03/2020,1995530000,-0.85%,11.27%,13.45%,38.41%,-4.57%,72.24%,-15.34%,-3.50%,14.54%,0.00%,,1923,395,785,295,075,-4389,-129,4.6%,820,1158,9.4%,079,383,37.6%,37.6%,15.3%,9.5%,14.1%,20.5%,093,279,025,8083880000,1396240000,1880080000,4259430000,2863190000,1526700000,2043110000,767728000,313424000,494396000,234946000,75319000,,,,,,
BEEF3,ON NM,Minerva ON NM,Alimentos,Carnes e Derivados,1279,26/06/2020,660,1565,137128000,6222050000,11626500000,31/03/2020,486478000,-1.24%,-4.48%,-0.31%,60.48%,-0.39%,157.32%,-53.15%,-9.90%,-8.58%,40.24%,,1952,1073,408,035,039,126,-126,0.0%,650,762,19.0%,066,119,19.3%,8.7%,1.8%,9.5%,18.0%,55.0%,188,2022,109,16081300000,6315990000,10565800000,11720500000,5404490000,579674000,17562300000,1525870000,318768000,4167070000,301563000,271205000,,,,,,
HYPE3,ON,HYPERA ON,Comércio,Produtos Diversos,3375,26/06/2020,2659,4145,132854000,21338000000,21107500000,31/03/2020,632238000,-4.06%,4.75%,10.66%,18.82%,-4.67%,21.77%,-11.93%,47.73%,22.45%,33.98%,,1974,243,2640,573,176,678,1519,4.2%,2272,2612,6.8%,171,1390,65.6%,21.7%,29.0%,6.7%,8.4%,12.3%,300,023,031,12103500000,2253590000,4719140000,2023030000,-230567000,8788730000,3726200000,808124000,1081070000,815032000,183290000,238209000,,,,,,
SEER3,ON NM,SER EDUCA ON NM,Diversos,Educacional,1508,26/06/2020,1299,3337,15306200,1941130000,1898410000,31/03/2020,128722000,-5.81%,3.57%,0.07%,-36.62%,-45.51%,98.36%,-48.98%,71.05%,147.38%,-71.95%,,2000,146,880,152,078,827,-327,2.0%,515,861,5.2%,075,1030,53.3%,17.2%,7.6%,8.9%,9.7%,7.3%,172,011,052,2482050000,182290000,562590000,139570000,-42720000,1325250000,1280350000,220520000,97046000,308526000,42028000,16766000,,,,,,
GOAU3,ON N1,METALÚRGICA GERDAU ON N1,Siderurgia e Metalurgia,Siderurgia,643,26/06/2020,375,970,753899,6990970000,21041400000,31/03/2020,1087240000,-1.08%,13.60%,29.38%,-6.82%,-25.46%,19.81%,49.17%,18.63%,189.36%,-81.10%,,2001,065,298,018,012,066,-066,1.2%,470,896,0.3%,032,994,9.8%,6.0%,2.5%,3.9%,4.7%,3.2%,204,185,064,60697000000,5978960000,20651700000,20029400000,14050500000,10803200000,38845900000,2349100000,349367000,9227540000,482527000,76778000,,,,,,
